main_artist,id,name,popularity,genres,relations
Playboi Carti,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
Playboi Carti,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
Playboi Carti,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
Playboi Carti,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
Playboi Carti,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
Playboi Carti,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Playboi Carti,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
Playboi Carti,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
Playboi Carti,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
Playboi Carti,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
Playboi Carti,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
Playboi Carti,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,84,"conscious hip hop, hip hop, north carolina hip hop, rap",2
J. Cole,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
J. Cole,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
J. Cole,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
J. Cole,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
J. Cole,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
J. Cole,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
J. Cole,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
J. Cole,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
J. Cole,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
J. Cole,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
J. Cole,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
J. Cole,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
J. Cole,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
J. Cole,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
J. Cole,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
J. Cole,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
J. Cole,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
J. Cole,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
J. Cole,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
J. Cole,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,76,"atl hip hop, hip hop, rap",2
Childish Gambino,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
Childish Gambino,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
Childish Gambino,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Childish Gambino,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
Childish Gambino,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
Childish Gambino,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
Childish Gambino,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
Childish Gambino,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
Childish Gambino,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
Childish Gambino,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
Childish Gambino,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
Childish Gambino,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
Childish Gambino,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
Childish Gambino,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Childish Gambino,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
Childish Gambino,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
Childish Gambino,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
Childish Gambino,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
Childish Gambino,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
Childish Gambino,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,1URnnhqYAYcrqrcwql10ft,21 Savage,87,"atl hip hop, hip hop, rap",2
21 Savage,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
21 Savage,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
21 Savage,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
21 Savage,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
21 Savage,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
21 Savage,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
21 Savage,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
21 Savage,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
21 Savage,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
21 Savage,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
21 Savage,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
21 Savage,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
21 Savage,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
21 Savage,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
21 Savage,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
21 Savage,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
21 Savage,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
21 Savage,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
21 Savage,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
21 Savage,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,85,rap,2
Metro Boomin,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
Metro Boomin,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
Metro Boomin,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Metro Boomin,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
Metro Boomin,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
Metro Boomin,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
Metro Boomin,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
Metro Boomin,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
Metro Boomin,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
Metro Boomin,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
Metro Boomin,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
Metro Boomin,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
Metro Boomin,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
Metro Boomin,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Metro Boomin,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
Metro Boomin,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
Metro Boomin,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
Metro Boomin,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
Metro Boomin,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
Metro Boomin,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,70,"conscious hip hop, hip hop, rap",2
Joey Bada$$,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
Joey Bada$$,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
Joey Bada$$,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Joey Bada$$,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
Joey Bada$$,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
Joey Bada$$,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
Joey Bada$$,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
Joey Bada$$,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
Joey Bada$$,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
Joey Bada$$,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
Joey Bada$$,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
Joey Bada$$,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
Joey Bada$$,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
Joey Bada$$,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Joey Bada$$,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
Joey Bada$$,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
Joey Bada$$,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
Joey Bada$$,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
Joey Bada$$,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
Joey Bada$$,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,1RyvyyTE3xzB2ZywiAwp0i,Future,87,"atl hip hop, hip hop, rap, southern hip hop, trap",2
Future,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
Future,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
Future,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Future,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
Future,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
Future,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
Future,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
Future,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
Future,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
Future,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
Future,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
Future,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
Future,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
Future,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Future,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
Future,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
Future,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
Future,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
Future,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
Future,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,90,"hip hop, rap, slap house",2
Travis Scott,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
Travis Scott,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
Travis Scott,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Travis Scott,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
Travis Scott,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
Travis Scott,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
Travis Scott,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
Travis Scott,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
Travis Scott,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
Travis Scott,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
Travis Scott,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
Travis Scott,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
Travis Scott,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
Travis Scott,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Travis Scott,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
Travis Scott,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
Travis Scott,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
Travis Scott,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
Travis Scott,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
Travis Scott,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,4LLpKhyESsyAXpc4laK94U,Mac Miller,80,"hip hop, pittsburgh rap, pop rap, rap",2
